id,species1,species2,species3
sample_66,0.978483454065393,0.0214699174975122,0.0000466284370953296
sample_67,0.803729721907264,0.196244550555528,0.0000257275372074643
sample_68,0.998643018830579,0.000543515011202019,0.000813466158218908
sample_69,0.00049898322611064,0.999501002738871,0.0000000140350188579625
sample_70,0.962302435052174,0.000192514790925677,0.0375050501569005
sample_71,0.997626453024347,0.000377608479145007,0.00199593849650853
sample_72,0.936711523066801,0.0000904961973610347,0.0631979807358385
sample_73,0.995351520512596,0.00174503178052826,0.00290344770687592
sample_74,0.998688587224127,0.000649826874613837,0.000661585901258885
sample_75,0.000415064075610148,0.999584920989398,0.0000000149349921654536
sample_76,0.997083938038612,0.00184750090591873,0.0010685610554696
sample_77,0.0191144669713777,0.00000438916952104454,0.980881143859101
sample_78,0.960803867654042,0.0000974386036560391,0.0390986937423026
sample_79,0.00391365178448801,0.99608627688921,0.0000000713263016298009
sample_80,0.000657377906893987,0.999342594136375,0.0000000279567314109793
sample_81,0.000107647733014678,0.0000000207587550615951,0.99989233150823
sample_82,0.00083958116477736,0.999160368653698,0.0000000501815246479632
sample_83,0.313035532795159,0.686958033230655,0.00000643397418671436
sample_84,0.0000939000603259112,0.0000000217603020965555,0.999906078179372
sample_85,0.962867524310789,0.0370666922682348,0.0000657834209767185
sample_86,0.982569676291036,0.0169724494141848,0.000457874294778883
sample_87,0.00924341631555165,0.990756430240574,0.000000153443873981984
sample_88,0.995810397709081,0.00307627019051128,0.00111333210040752
sample_89,0.00223242664869052,0.997767526143578,0.000000047207731036029
sample_90,0.000332776529843355,0.0000000376777280608377,0.999667185792429
sample_91,0.00275337380636477,0.997246574154358,0.0000000520392771048729
sample_92,0.0408260308329581,0.00000857885644978192,0.959165390310592
sample_93,0.00565749229960363,0.994342411010359,0.0000000966900369653519
sample_94,0.00032240516006312,0.999677576196802,0.0000000186431348537067
sample_95,0.964297388063049,0.00100719322489259,0.0346954187120588
sample_96,0.992724240755657,0.00717644042851964,0.0000993188158230125
sample_97,0.994570530207731,0.00530372454484122,0.000125745247427619
sample_98,0.000274854332534118,0.0000000319639556707838,0.99972511370351
sample_99,0.987272851775768,0.000195526823820009,0.0125316214004122
sample_100,0.0942229641673883,0.905774326959406,0.00000270887320580928
sample_101,0.0627839259136826,0.937215088906153,0.000000985180164099414
sample_102,0.00015002264190186,0.000000025082138577259,0.99984995227596
sample_103,0.00205857823242927,0.997941381959355,0.0000000398082157612655
sample_104,0.000378959282980464,0.999621020876891,0.0000000198401284426373
sample_105,0.0134679328076896,0.98653183414606,0.000000233046250517474
sample_106,0.000620357544526427,0.0000000604237269627653,0.999379582031747
sample_107,0.181233536931086,0.0000113022666281758,0.818755160802286
sample_108,0.000077568569221565,0.0000000172227676655276,0.999922414208011
sample_109,0.00313559528633075,0.996864303023396,0.000000101690273497951
sample_110,0.995667658103228,0.000213134983395976,0.00411920691337619
sample_111,0.0000833125269081059,0.0000000277768403735077,0.999916659696252
sample_112,0.269598663575976,0.730390468617495,0.000010867806529172
sample_113,0.98655475983592,0.0109498892259647,0.00249535093811492
sample_114,0.00177482519101147,0.000000215061081657228,0.998224959747907
sample_115,0.000367328586509025,0.999632661076892,0.0000000103365991305275
sample_116,0.0001594340309122,0.0000000395913668885948,0.999840526377721
sample_117,0.998651301760237,0.000793088379401403,0.000555609860361972
sample_118,0.00128395659421981,0.998716014652373,0.0000000287534073968791
sample_119,0.997436203459554,0.00233357584965997,0.000230220690785608
sample_120,0.99472005743813,0.00518201585782922,0.0000979267040407963
sample_121,0.000187098278125459,0.999812892381541,0.00000000934033333750579
sample_122,0.00518366027081763,0.994816134169502,0.000000205559679888059
sample_123,0.000575157572461793,0.999424828386738,0.0000000140407999876911
sample_124,0.00376495847435104,0.996234974764076,0.0000000667615732286622
sample_125,0.0266461895660679,0.00000174814777076677,0.973352062286161
sample_126,0.0010745165908886,0.000000392256758003702,0.998925091152353
sample_127,0.00692089422820724,0.993078951373895,0.000000154397897275094
sample_128,0.984769316636596,0.000198419097712511,0.0150322642656918
sample_129,0.001878313472619,0.998121649267202,0.0000000372601794191919
sample_130,0.00740510593386339,0.000000505442508049915,0.992594388623629
sample_131,0.000438343613302357,0.999561626209497,0.000000030177200762511
sample_132,0.0128231088007398,0.000000846337722979543,0.987176044861537
sample_133,0.000540568784828959,0.00000006452458850121,0.999459366690582
sample_134,0.995179975440501,0.0047128529579049,0.000107171601594053
sample_135,0.00010090966555753,0.0000000303381941994081,0.999899059996248
sample_136,0.723161953648268,0.0000646099092875455,0.276773436442444
sample_137,0.00133446765254259,0.000000110729919090026,0.998665421617538
sample_138,0.994039953005591,0.00497609349968288,0.000983953494726564
sample_139,0.00044039667101773,0.99955958531064,0.0000000180183422588069
sample_140,0.000589037417458817,0.0000000788858938242634,0.999410883696647
sample_141,0.949485570071328,0.0500224385460088,0.000491991382663046
sample_142,0.00263421289105282,0.997365733013601,0.00000005409534635214
sample_143,0.000207258670895636,0.999792733078996,0.00000000825010881216642
sample_144,0.000116159265666315,0.000000020189239988172,0.999883820545094
sample_145,0.993807852771389,0.0060254340554203,0.000166713173190095
sample_146,0.995404728913213,0.0044817635492217,0.000113507537565535
sample_147,0.959428304238492,0.0405324182001137,0.0000392775613941692
sample_148,0.998173932001882,0.0015712443726785,0.000254823625439609
sample_149,0.943519487964873,0.0564224737963645,0.0000580382387625016
sample_150,0.995640245036649,0.000262190885257196,0.00409756407809345
sample_151,0.985050090123461,0.0148852294945928,0.000064680381946033
sample_152,0.0016477584998844,0.000000135970123427712,0.998352105529992
sample_153,0.990771916796653,0.000154582719493294,0.00907350048385357
sample_154,0.000113652917402493,0.0000000368702314789429,0.999886310212366
sample_155,0.00127868262489901,0.000000116943342718573,0.998721200431758
sample_156,0.343482671969043,0.0000242427433648774,0.656493085287592
sample_157,0.0000796517175593787,0.000000017862587686965,0.999920330419853
sample_158,0.000335728110313961,0.000000064100971689576,0.999664207788714
sample_159,0.00206505885658772,0.997934874127496,0.0000000670159156935782
sample_160,0.813700232505065,0.186230904153454,0.0000688633414813072
sample_161,0.000355998088162964,0.999643991792993,0.0000000101188438597241
sample_162,0.00098960289590584,0.999010344424721,0.0000000526793729948735
sample_163,0.99745054441645,0.00230090205329469,0.000248553530255075
sample_164,0.00118208374589854,0.998817889491034,0.0000000267630679779903
sample_165,0.000337563687768978,0.000000064841982528252,0.999662371470249
sample_166,0.963981699983117,0.000157582189401412,0.0358607178274817
sample_167,0.00258946528665804,0.000000210967277609912,0.997410323746064
sample_168,0.000817028618935275,0.0000000804409078078254,0.999182890940157
sample_169,0.000437665975842063,0.999562322206021,0.0000000118181365099951
sample_170,0.0076120797108173,0.992387694588921,0.000000225700262006563
sample_171,0.25279306035962,0.0000948870792076693,0.747112052561172
sample_172,0.0000839352318614063,0.0000000182904499429265,0.999916046477689
sample_173,0.00079118536374094,0.000000087399525261935,0.999208727236734
sample_174,0.0000957267894648983,0.0000000202158424147372,0.999904252994693
sample_175,0.000828395457154327,0.999171572588206,0.0000000319546394153636
sample_176,0.000626147841533632,0.999373833082778,0.0000000190756883496304
sample_177,0.0583731706238998,0.00000356208727342798,0.941623267288827
sample_178,0.000291807103807534,0.99970818340909,0.00000000948710254133148
sample_179,0.000196157662539156,0.0000000274207810355168,0.99980381491668
sample_180,0.000519588156728893,0.99948039233144,0.0000000195118315471084
sample_181,0.319951450888207,0.0000200432181331459,0.68002850589366
sample_182,0.000490647231669913,0.999509340223506,0.0000000125448240322314
sample_183,0.996262059775501,0.0030325509415987,0.000705389282899672
sample_184,0.0586634861744941,0.941333184105861,0.00000332971964473861
sample_185,0.980035152171439,0.0199121415671439,0.0000527062614173692
sample_186,0.000521908192920968,0.999478071107591,0.0000000206994884533531
sample_187,0.000215379010576311,0.999784610955341,0.0000000100340824144161
sample_188,0.939377576816003,0.06058830926132,0.0000341139226771425
sample_189,0.0374599980880005,0.00000290121127445401,0.962537100700725
sample_190,0.0142738929767503,0.985725854835516,0.000000252187733445751
sample_191,0.851919315977255,0.148059250768078,0.000021433254667055
sample_192,0.304233947701773,0.695730096578098,0.0000359557201284877
sample_193,0.152677616202785,0.0000138908880854361,0.84730849290913
sample_194,0.114716005324573,0.885281803604756,0.00000219107067054409
sample_195,0.998253544739765,0.0012759217809464,0.00047053347928834
sample_196,0.966775652733874,0.033117457943703,0.000106889322423116
sample_197,0.998634272899641,0.000519695095292095,0.000846032005066527
sample_198,0.00603362194232109,0.993966255937965,0.000000122119714157121
sample_199,0.652569190979425,0.0000917463091574362,0.347339062711418
sample_200,0.141083035799611,0.858914102730874,0.00000286146951451966
sample_201,0.998177854577653,0.00157529439030799,0.000246851032039425
sample_202,0.993641738418265,0.000766480180467868,0.00559178140126763
sample_203,0.982460344790651,0.0174798530435637,0.0000598021657852767
sample_204,0.0161367038927875,0.00000343316791208096,0.9838598629393
sample_205,0.00273769204834184,0.997262174766868,0.00000013318479045997
sample_206,0.799170386834287,0.200808305178155,0.0000213079875585135
sample_207,0.00258071457627478,0.000000459367836283876,0.997418826055889
sample_208,0.000425248113754619,0.999574739177718,0.0000000127085276675351
sample_209,0.510483305247948,0.489491433250398,0.0000252615016538104
sample_210,0.149211654867586,0.0000368141647973499,0.850751530967617
sample_211,0.990898253363848,0.00852681564655415,0.000574930989597509
sample_212,0.907046165238515,0.0928484450919901,0.000105389669495284
sample_213,0.0393779067082574,0.00000289723048412361,0.960619196061258
sample_214,0.997579529258431,0.00151543701535886,0.000905033726210207
sample_215,0.00760693837459654,0.000000694629505530857,0.992392366995898
sample_216,0.0000957078253115301,0.0000000193314087706993,0.99990427284328
sample_217,0.198200039404241,0.801795827547641,0.00000413304811826739
sample_218,0.00145610880742553,0.998543854212328,0.0000000369802468388527
sample_219,0.00025170903782487,0.000000030358587793104,0.999748260603587
sample_220,0.0136267459418224,0.986373015614037,0.000000238444140545733
sample_221,0.00134912975807978,0.998650823601488,0.0000000466404321342313
sample_222,0.000878103002059473,0.999121869909265,0.0000000270886757904994
sample_223,0.000260134680524881,0.999739856576591,0.00000000874288417810893
sample_224,0.937902990912175,0.000964701992759974,0.0611323070950649
sample_225,0.0318000829924197,0.968199340758876,0.000000576248704443027
sample_226,0.995301517745734,0.00459053376084061,0.000107948493424955
sample_227,0.961319713438222,0.0385295876757481,0.00015069888603005
sample_228,0.0126604858663478,0.00000428221023046745,0.987335231923422
sample_229,0.2012576623233,0.0000153365754344439,0.798727001101265
sample_230,0.00207838367704066,0.99792154933015,0.0000000669928095460485
sample_231,0.995490145060662,0.0043989381494462,0.000110916789891337
sample_232,0.000120938063558278,0.0000000255904838555782,0.999879036345958
sample_233,0.00102480421346904,0.998975162995626,0.0000000327909051929458
sample_234,0.348164638543605,0.0000238572514897916,0.651811504204905
sample_235,0.00209803723080271,0.000000203307075508199,0.997901759462122
sample_236,0.997404280406515,0.000320669158612021,0.0022750504348729
sample_237,0.000138737709884034,0.0000000221669615090293,0.999861240123155
sample_238,0.000243682082688398,0.999756303563655,0.0000000143536568933462
sample_239,0.925138253744401,0.0748310309358461,0.0000307153197531847
sample_240,0.996018242906868,0.0038499007397921,0.000131856353340336
sample_241,0.264884134521379,0.0000164744567722993,0.735099391021849
sample_242,0.00010005197515363,0.0000000168991131575392,0.999899931125733
sample_243,0.965555586179176,0.000197364885729038,0.0342470489350949
sample_244,0.980270514446079,0.0196804344992438,0.0000490510546770254
sample_245,0.000138234215480561,0.0000000297089327281041,0.999861736075587
sample_246,0.00616923738916267,0.993830639848112,0.00000012276272536074
sample_247,0.982186540574764,0.00048396788204668,0.0173294915431898
sample_248,0.000597254568197664,0.999402718820282,0.0000000266115204682829
sample_249,0.0020080406139142,0.000000166471263491532,0.997991792914822
sample_250,0.991624090612674,0.00828777294080003,0.0000881364465259284
sample_251,0.899821876368932,0.100068735895168,0.000109387735900523
sample_252,0.00950154625668807,0.990498208498657,0.000000245244654577659
sample_253,0.108337565964615,0.891659811393198,0.00000262264218678503
sample_254,0.0325891505430312,0.96740893918672,0.00000191027024895903
sample_255,0.000871806908822975,0.0000000987086785526758,0.999128094382499
sample_256,0.107754325024557,0.89223971136024,0.00000596361520363996
sample_257,0.0000746477770762854,0.0000000196351598330571,0.999925332587764
sample_258,0.00198263729105227,0.000000552517349598864,0.998016810191598
sample_259,0.992081501110096,0.00776502860316892,0.000153470286734734
sample_260,0.388493253609009,0.611497584312169,0.00000916207882250589
sample_261,0.981509132174788,0.000122963066208788,0.0183679047590031
sample_262,0.00787254336797398,0.000000589391228394512,0.992126867240798
sample_263,0.209648876529801,0.0000181936592481947,0.790332929810951
sample_264,0.00101121109370635,0.0000000907749690043518,0.998988698131325
sample_265,0.996856124539097,0.000289184636655487,0.00285469082424775
sample_266,0.0051537756215475,0.994846134911934,0.0000000894665186091034
sample_267,0.00380587852785129,0.996194039659406,0.0000000818127427099931
sample_268,0.995066478107544,0.0048299181525253,0.000103603739930832
sample_269,0.794751393122466,0.000148429951203949,0.205100176926331
sample_270,0.00249405795793239,0.000000275541538421941,0.997505666500529
sample_271,0.99534779313082,0.000286500686422208,0.00436570618275776
sample_272,0.00011067189616361,0.0000000306914908770429,0.999889297412346
sample_273,0.000167738672512793,0.0000000228141780735746,0.999832238513309
sample_274,0.979608635571039,0.000119040102419449,0.0202723243265419
sample_275,0.998484735768681,0.00057089641914061,0.000944367812177816
sample_276,0.981065780300774,0.01861539247522,0.000318827224005945
sample_277,0.000347776264357762,0.999652211138779,0.0000000125968632561963
sample_278,0.00176053492315262,0.998239426719321,0.0000000383575267898658
sample_279,0.000177486701182133,0.999822503150457,0.0000000101483612949502
sample_280,0.883242600277863,0.000190474105199767,0.116566925616938
sample_281,0.000612205028228973,0.999387778265247,0.0000000167065236643178
sample_282,0.00159220446039365,0.000000129361038018552,0.998407666178568
sample_283,0.935142290324759,0.00082551602466598,0.0640321936505749
sample_284,0.82132982546051,0.178630091290455,0.000040083249034973
sample_285,0.00148869651444966,0.000000126320132470099,0.998511177165418
sample_286,0.0256403288467989,0.00000269368580962227,0.974356977467392
sample_287,0.0478315536347402,0.952166645935075,0.00000180043018452876
sample_288,0.57032512685346,0.429659845667581,0.0000150274789587905
sample_289,0.209622367050398,0.79037413286295,0.00000350008665209978
sample_290,0.978772662076649,0.0208486835006099,0.000378654422740868
sample_291,0.000432504746737006,0.999567482423143,0.0000000128301204000846
sample_292,0.0121155110101182,0.987884291322984,0.000000197666897282595
sample_293,0.721162659706617,0.278817824669625,0.000019515623758263
sample_294,0.330486286872101,0.0000239534332118386,0.669489759694688
sample_295,0.00122889782063596,0.998771076179152,0.0000000260002117338266
sample_296,0.00030379316445859,0.999696189363592,0.0000000174719491528726
sample_297,0.949332232557415,0.0000974227863712676,0.0505703446562142
sample_298,0.0005650777385377,0.0000000604113161587269,0.999434861850146
sample_299,0.00132468810136374,0.00000012338430120539,0.998675188514335
sample_300,0.281965665276484,0.0000179206632471254,0.718016414060269
sample_301,0.0265000689335087,0.00000166196401640014,0.973498269102475
sample_302,0.039652046960372,0.00000256134831504875,0.960345391691313
sample_303,0.000189329475361071,0.0000000246754122365954,0.999810645849227
sample_304,0.000122296253159058,0.0000000317178433461673,0.999877672028998
sample_305,0.106563121115206,0.893426864595809,0.000010014288985856
sample_306,0.000820690253675008,0.999179286554967,0.0000000231913578210306
sample_307,0.420436890188849,0.579551498186538,0.0000116116246134304
sample_308,0.99626426086838,0.00345601657955184,0.000279722552068477
sample_309,0.149560637348101,0.850436954388029,0.00000240826387022656
sample_310,0.000372621902479567,0.999627360049996,0.0000000180475240317925
sample_311,0.995859673429006,0.000583371803132232,0.00355695476786197
sample_312,0.0232746886237739,0.976724919057311,0.00000039231891529485
sample_313,0.0200291555179877,0.979970483202218,0.000000361279794561769
sample_314,0.992133181143932,0.00540376238399132,0.0024630564720769
sample_315,0.00106315216860806,0.000000112655116635301,0.998936735176275
sample_316,0.0175787229058501,0.00000115869631499805,0.982420118397835
sample_317,0.000312598494100782,0.0000000363718425393007,0.999687365134057
sample_318,0.000214545829454037,0.0000000295897529125313,0.999785424580793
sample_319,0.000116811454919016,0.0000000270091575204262,0.999883161535923
sample_320,0.799797932835415,0.0000996367463476032,0.200102430418238
sample_321,0.00106377720046358,0.998936170733301,0.0000000520662358638496
sample_322,0.000836116892052194,0.0000000827357397437952,0.999163800372208
sample_323,0.124234141685753,0.00000836407595564557,0.875757494238292
sample_324,0.000821327886803831,0.000000206094513918537,0.999178466018682
sample_325,0.00170848536203234,0.998291419479602,0.0000000951583659883384
sample_326,0.0062551784528111,0.000000554252737388806,0.993744267294452
sample_327,0.00327764983976706,0.996722290484852,0.0000000596753810706565
sample_328,0.000184778557065398,0.0000000270851981032538,0.999815194357737
sample_329,0.000797316673370571,0.999202664542344,0.0000000187842852999321
sample_330,0.0768787237047531,0.00000613049164805371,0.923115145803599
sample_331,0.0402546605627282,0.00000311242140946478,0.959742227015862
sample_332,0.684479169533806,0.315505943646496,0.0000148868196979677
sample_333,0.201586583558823,0.0000122823991676971,0.79840113404201
sample_334,0.000126310972966015,0.0000000190717208407688,0.999873669955313
sample_335,0.00124375837104205,0.998756215982301,0.0000000256466565679831
sample_336,0.00074330780226505,0.000000117062017883873,0.999256575135717
sample_337,0.00139143135097669,0.000000123436980028096,0.998608445212043
sample_338,0.376882982499301,0.623110174170071,0.00000684333062875001
sample_339,0.000145770365612153,0.0000000368083359007349,0.999854192826052
sample_340,0.0393471576885808,0.0000024379254516289,0.960650404385967
sample_341,0.22935543807608,0.0000228054847118178,0.770621756439208
sample_342,0.0000829392760633673,0.0000000164359457076717,0.999917044287991
sample_343,0.98173830371496,0.0182113985206019,0.0000502977644380749
sample_344,0.986320386594523,0.0111098136711629,0.00256979973431356
sample_345,0.994970714989434,0.000200115230143599,0.00482916978042303
sample_346,0.00497478164059744,0.995025129955416,0.0000000884039868453862
sample_347,0.00308211395085582,0.000000901557562293161,0.996916984491582
sample_348,0.0587697450397006,0.941227956260117,0.00000229870018200788
sample_349,0.00784301254245479,0.992156814644108,0.000000172813437358902
sample_350,0.025738825793297,0.00000175476237154766,0.974259419444332
sample_351,0.000085650309917068,0.0000000169616987292499,0.999914332728384
sample_352,0.0053708464836923,0.994628975705572,0.000000177810735786973
sample_353,0.0487032809545939,0.951295658563185,0.00000106048222082559
sample_354,0.98724136634222,0.0126990356975842,0.0000595979601961199
sample_355,0.996766173972835,0.00304935893298971,0.00018446709417553
sample_356,0.990254740004092,0.00953193057332273,0.000213329422585252
sample_357,0.791035480077752,0.000272280820379997,0.208692239101868
sample_358,0.000780102999526994,0.0000000743456889306676,0.999219822654784
sample_359,0.0372866084523029,0.962712740123752,0.000000651423945443318
sample_360,0.765744674441472,0.000113419395874423,0.234141906162653
sample_361,0.0255431842099529,0.974454753007028,0.00000206278301885935
sample_362,0.000810484011388271,0.999189493251659,0.0000000227369532120785
sample_363,0.969878468590138,0.000212197877753535,0.0299093335321082
sample_364,0.976488046356411,0.000207891324351498,0.0233040623192371
sample_365,0.000320071203269282,0.999679916537663,0.000000012259067284839
sample_366,0.991591581870207,0.00833426871712807,0.0000741494126654024
sample_367,0.963637099902695,0.00048205831120484,0.0358808417860996
sample_368,0.996292658142723,0.000237072780044968,0.00347026907723222
sample_369,0.00245838640419593,0.000000228417149076151,0.997541385178655
sample_370,0.0268049772703175,0.00000441842877297287,0.97319060430091
sample_371,0.617321436493419,0.382595052773678,0.0000835107329028913
sample_372,0.080443024003734,0.919550246621271,0.00000672937499467989
sample_373,0.000675608425495923,0.000000122349414030188,0.99932426922509
sample_374,0.14817202141404,0.0000137493070837809,0.851814229278877
sample_375,0.000225462076683975,0.999774527551336,0.0000000103719797799509
sample_376,0.000334617625090818,0.0000000395415795356082,0.99966534283333
sample_377,0.965420537019276,0.0343017904880162,0.000277672492707764
sample_378,0.00032917061154444,0.0000000487687397082075,0.999670780619716
sample_379,0.000245311702770669,0.999754673755432,0.0000000145417975862012
sample_380,0.000597620646667009,0.00000007462964477805,0.999402304723688
sample_381,0.0325417355670796,0.967456279437089,0.00000198499583197466
sample_382,0.013322938893944,0.000000877525181380502,0.986676183580875
sample_383,0.0934364505927903,0.906557301124696,0.00000624828251335689
sample_384,0.000190680295492413,0.999809310884553,0.0000000088199543888998
sample_385,0.000386845098094171,0.999613143005827,0.0000000118960784276853
sample_386,0.000438209642196235,0.0000000444304752742214,0.999561745927329
sample_387,0.994629105849139,0.000205305177097127,0.00516558897376405
sample_388,0.754423348591598,0.245559914187584,0.0000167372208183556
sample_389,0.992549002807598,0.000192565338127947,0.00725843185427405
sample_390,0.994907424411407,0.00286492324580399,0.00222765234278887
sample_391,0.99831320668048,0.00141095963602615,0.000275833683494339
sample_392,0.107931867865622,0.892060815280004,0.00000731685437480074
sample_393,0.000342903491719992,0.0000000885073617083876,0.999657008000918
sample_394,0.00363447448483276,0.996365460831449,0.0000000646837183430028
sample_395,0.00326711727917428,0.996732808773484,0.0000000739473415431468
sample_396,0.00196497365259166,0.000000163009668363329,0.99803486333774
sample_397,0.107177711181057,0.892820589009856,0.00000169980908687685
sample_398,0.995602887954062,0.00033340224539594,0.00406370980054162
sample_399,0.914676493928654,0.0850922696865067,0.000231236384839604
sample_400,0.00509042627546036,0.994909405331242,0.000000168393297297353
sample_401,0.0295015655647581,0.970497971174322,0.000000463260919438049
sample_402,0.00216711873484673,0.000000168122684209188,0.997832713142469
sample_403,0.00218049757427161,0.997819428871433,0.0000000735542953300825
sample_404,0.000223781154980596,0.999776208170875,0.0000000106741442436969
sample_405,0.833802702714328,0.0000646227647773011,0.166132674520895
sample_406,0.00436179907006189,0.995638119087639,0.0000000818422988116603
sample_407,0.00749982913765766,0.992499894802644,0.000000276059698601013
sample_408,0.0105576441096549,0.989442068519353,0.000000287370992200387
sample_409,0.993391341619065,0.00256986410442812,0.00403879427650721
sample_410,0.882316490203675,0.117646397296583,0.0000371124997414518
sample_411,0.000487069796661082,0.999512914743397,0.0000000154599416231676
sample_412,0.00751275211629668,0.00000165597528792622,0.992485591908415
sample_413,0.109631808408065,0.0000107305957784542,0.890357460996156
sample_414,0.104692281637953,0.00000724006566562269,0.895300478296381
sample_415,0.0293650292433409,0.00000365524730315209,0.970631315509356
sample_416,0.977300967720692,0.0226493371186106,0.0000496951606977728
sample_417,0.995276544776609,0.00130624582893355,0.00341720939445761
sample_418,0.000336041898122215,0.000000036370186586194,0.999663921731691
sample_419,0.993208025955213,0.00557189940213821,0.00122007464264902
sample_420,0.0447077907382343,0.95529123003902,0.000000979222745942612
sample_421,0.0106487857460913,0.989350999626041,0.000000214627867525437
sample_422,0.000082309617902271,0.0000000180904260641099,0.999917672291672
sample_423,0.0883279337774613,0.911669372061376,0.00000269416116279583
sample_424,0.209039569013304,0.0000353779998340533,0.790925052986862
sample_425,0.977557194358142,0.0223447148909722,0.000098090750885656
sample_426,0.996710962905232,0.00241036476934819,0.00087867232542
sample_427,0.0332397768472903,0.966759686936278,0.000000536216431964144
sample_428,0.212144481660388,0.0000789604317452373,0.787776557907867
sample_429,0.00014730414341698,0.0000000217275055734563,0.999852674129077
sample_430,0.00283035968929208,0.997169472078844,0.00000016823186415901
sample_431,0.959485106723723,0.0404243704159862,0.0000905228602906901
sample_432,0.993743932814878,0.00247185182557196,0.00378421535955033
sample_433,0.314167692642232,0.685821988912312,0.0000103184454554951
sample_434,0.13922665964549,0.0000354553497932485,0.860737885004717
sample_435,0.000226313464243993,0.0000000297779655044696,0.99977365675779
sample_436,0.000367445079781852,0.999632544067061,0.0000000108531573962151
sample_437,0.995088727333328,0.00480854662680608,0.000102726039865459
sample_438,0.00946144946673039,0.00000126656005334808,0.990537283973216
